faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
GC|LYING IN WAIT|lying-in-wait-host-of-ascension|Host of Ascension – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|RETURN TO THE SHADOWS|return-to-the-shadows-host-of-ascension|Host of Ascension – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|A DEADLY SNARE|a-deadly-snare-host-of-ascension|Host of Ascension – Strategic Ploy Stratagem|1|Opponent's turn|Charge phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|Living Up to Legend|living-up-to-legend-heroes-of-the-uprising|Heroes of the Uprising Stratagem|1|Your turn|Shooting or Fight phase|Heroes of the Uprising|heroes-of-the-uprising|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, friendly units within 12" gain the Remove Battle Shock ability.|once-per-phase|
GC|Surging Broodworship|surging-broodworship-heroes-of-the-uprising|Heroes of the Uprising Stratagem|1|Your turn|Shooting or Fight phase|Heroes of the Uprising|heroes-of-the-uprising|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase or during the Fight phase, if the unit has the KILLER keyword, at selected to attack, until the end of the phase, this model's weapons gain [DEVASTATING WOUNDS].|once-per-phase|
GC|Loyal to the End|loyal-to-the-end-heroes-of-the-uprising|Heroes of the Uprising Stratagem|1|Either player's turn|Fight phase|Heroes of the Uprising|heroes-of-the-uprising|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Fight phase, unless has fought this phase, until the end of the phase: -> Roll one D6: on a 2+, each time a model in the unit is destroyed, it can fight before being removed from play; otherwise, the attacking unit suffers 1 mortal wound.|once-per-phase|
GC|Lurk and Strike|lurk-and-strike-purestrain-broodswarm|Purestrain Broodswarm Stratagem|1|Your turn|Movement phase|Purestrain Broodswarm|purestrain-broodswarm|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Movement phase, at selected to fall back, until the end of the phase, this model is eligible to shoot and declare a charge in a turn in which it Fell Back.|once-per-phase|
GC|Crawling Horror|crawling-horror-purestrain-broodswarm|Purestrain Broodswarm Stratagem|1|Opponent's turn|Movement phase|Purestrain Broodswarm|purestrain-broodswarm|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Opponent Movement phase, until the end of the phase, subtract 6 from this model's Detection Range characteristic.|once-per-phase|
GC|Inhuman Reactions|inhuman-reactions-purestrain-broodswarm|Purestrain Broodswarm Stratagem|1|Opponent's turn|Movement phase|Purestrain Broodswarm|purestrain-broodswarm|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> An enemy unit ends a move, until the end of the phase, the unit can make a Reactive move of up to D3+3".|once-per-phase|
GC|Eyes of the Cult|eyes-of-the-cult-xenocult-masses|Xenocult Masses Stratagem|1|Your turn|Shooting phase|Xenocult Masses|xenocult-masses|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase, until the end of the phase, enemy units nearby: increased detection range.|once-per-phase|
GC|Fanatical Hail|fanatical-hail-xenocult-masses|Xenocult Masses Stratagem|1|Your turn|Shooting phase|Xenocult Masses|xenocult-masses|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase, until the end of the phase, you can re-roll the Hit roll.|once-per-phase|
GC|Slunk From the Underbelly|slunk-from-the-underbelly-xenocult-masses|Xenocult Masses Stratagem|1|Opponent's turn|Shooting phase|Xenocult Masses|xenocult-masses|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase, until the end of the phase, add 1 to the attacking unit's Armour Penetration characteristic.|once-per-phase|
GK|AGGRESSIVE ANTICIPATION|aggressive-anticipation-augurium-task-force|Augurium Task Force – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|APPOINTED HOUR|appointed-hour-augurium-task-force|Augurium Task Force – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|FOREWARNED EVASION|forewarned-evasion-augurium-task-force|Augurium Task Force – Epic Deed Stratagem|1|Either player's turn|Shooting or Fight phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|NECESSARY END|necessary-end-augurium-task-force|Augurium Task Force – Epic Deed Stratagem|1|Either player's turn|Fight phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|REDIRECTED STRIKE|redirected-strike-augurium-task-force|Augurium Task Force – Epic Deed Stratagem|1|Your turn|Command phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|MIRAGE OF ECHOES|mirage-of-echoes-augurium-task-force|Augurium Task Force – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Augurium Task Force|augurium-task-force|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|HEXWROUGHT REPRISAL|hexwrought-reprisal-banishers|Banishers – Epic Deed Stratagem|1|Either player's turn|Any phase|Banishers|banishers|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|WARDING CHANT|warding-chant-banishers|Banishers – Epic Deed Stratagem|1|Either player's turn|Shooting or Fight phase|Banishers|banishers|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|CHAOS BANE|chaos-bane-banishers|Banishers – Epic Deed Stratagem|1|Your turn|Shooting phase|Banishers|banishers|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|CELERITY|celerity-banishers|Banishers – Epic Deed Stratagem|1|Your turn|Charge phase|Banishers|banishers|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|CIRCLE OF SANCTUARY|circle-of-sanctuary-banishers|Banishers – Epic Deed Stratagem|1|Opponent's turn|Movement phase|Banishers|banishers|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|SHADOW OF ANARCH|shadow-of-anarch-banishers|Banishers – Epic Deed Stratagem|1|Opponent's turn|Movement phase|Banishers|banishers|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Sanctified Kill Zone|sanctified-kill-zone-warpbane-task-force|Warpbane Task Force – Battle Tactic Stratagem|1|Your turn|Shooting or Fight phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Fires of Covenant|fires-of-covenant-warpbane-task-force|Warpbane Task Force – Battle Tactic Stratagem|1|Opponent's turn|Movement phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Flames of Sanctity|flames-of-sanctity-warpbane-task-force|Warpbane Task Force – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Aegis Eternal|aegis-eternal-warpbane-task-force|Warpbane Task Force – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Hallowed Beacon|hallowed-beacon-warpbane-task-force|Warpbane Task Force – Battle Tactic Stratagem|1|Your turn|Movement phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|Repelling Sphere|repelling-sphere-warpbane-task-force|Warpbane Task Force – Battle Tactic Stratagem|1|Opponent's turn|Charge phase|Warpbane Task Force|warpbane-task-force|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|PURGATION PATTERN|purgation-pattern-brotherhood-strike|Brotherhood Strike – Battle Tactic Stratagem|1|Your turn|Shooting phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|SHINING VEIL|shining-veil-brotherhood-strike|Brotherhood Strike – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|COMBAT MANIFESTATION|combat-manifestation-brotherhood-strike|Brotherhood Strike – Epic Deed Stratagem|1|Your turn|Movement phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|DUTY UNENDING|duty-unending-brotherhood-strike|Brotherhood Strike – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|TRUESILVER CHANNELLING|truesilver-channelling-brotherhood-strike|Brotherhood Strike – Strategic Ploy Stratagem|2|Either player's turn|Fight phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|EXPEDITIOUS EXIT|expeditious-exit-brotherhood-strike|Brotherhood Strike – Strategic Ploy Stratagem|2|Opponent's turn|Fight phase|Brotherhood Strike|brotherhood-strike|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|GIANTS OF THE BATTLEFIELD|giants-of-the-battlefield-hallowed-conclave|Hallowed Conclave – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|UNENDING FIDELITY|unending-fidelity-hallowed-conclave|Hallowed Conclave – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|POINT-BLANK PURGATION|point-blank-purgation-hallowed-conclave|Hallowed Conclave – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|GRIND THEM UNDERFOOT|grind-them-underfoot-hallowed-conclave|Hallowed Conclave – Strategic Ploy Stratagem|1|Your turn|Charge phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|PRECOGNITIVE STRATEGIES|precognitive-strategies-hallowed-conclave|Hallowed Conclave – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|SHINING RESOLVE|shining-resolve-hallowed-conclave|Hallowed Conclave – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Hallowed Conclave|hallowed-conclave|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|ABOMINUS-CLASS TARGETS|abominus-class-targets-sanctic-spearhead|Sanctic Spearhead – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|TRUESILVER WILL|truesilver-will-sanctic-spearhead|Sanctic Spearhead – Epic Deed Stratagem|1|Either player's turn|Any phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|ARMOURED AEGIS|armoured-aegis-sanctic-spearhead|Sanctic Spearhead – Strategic Ploy Stratagem|1|Your turn|Command phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|REDOUBLED ASSAULT|redoubled-assault-sanctic-spearhead|Sanctic Spearhead – Strategic Ploy Stratagem|1|Your turn|Movement phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|FORCE WAVE|force-wave-sanctic-spearhead|Sanctic Spearhead – Strategic Ploy Stratagem|1|Your turn|Movement or Charge phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Your Movement or Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GK|ARGENT WRATH|argent-wrath-sanctic-spearhead|Sanctic Spearhead – Strategic Ploy Stratagem|1|Your turn|Charge phase|Sanctic Spearhead|sanctic-spearhead|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
